ID;title;production_year
4680;Por qué te huele el aliento, Papá Noel?;1980
4681;Por tierras de España: Antonio Machado;1978
4682;Por un infante difunto;1998
4683;Por un puñado de duros;1992
4684;Porco mondo;1978
4685;Pornada;1984
4686;Porno Girls;1977
4687;Porno: Situación límite;1982
4688;Potaje de pasiones;1999
4689;Potser no sigui massa tard;1988
4690;Pourquoi pas moi?;1999
4691;Power Game;1983
4692;Pregunta por mí;1996
4693;Presence of Mind;1999
4694;Presentimiento;1990
4695;Presto agitato;1979
4696;Preámbulo a un silencio;1986
4697;Primats;1997
4698;Primer acorde;1992
4699;Primer misterio;1997
4700;Procedimiento rutinario;1994
4701;Proceso a ETA;1989
4702;Profanación;1976
4703;Profesor eróticus;1981
4704;Professione: reporter;1975
4705;Profundo carmesí;1996
4706;Pronòstic reservat;1994
4707;Préférence;1998
4708;Préstame tu mujer;1981
4709;Préstamela esta noche;1978
4710;Prólogo;1986
4711;Prólogo a una historia de carreteras;1998
4712;Psycho-lettes;1996
4713;Pueblo de madera;1990
4714;Puede ser divertido;1995
4715;Puente aéreo;1981
4716;Puente de invierno;1985
4717;Puenteareas;1977
4718;Puerto Verde;1990
4719;Puigdengolas;1982
4720;Pulp Ration (Ración de pulpo);1996
4721;Pulsaciones;1985
4722;Punto muerto;1991
4723;Puny clos;1982
4724;Pura;1999
4725;Puta misèria!;1989
4726;Putapela;1981
4727;Puzzle;1975
4728;Puzzle;1986
4729;Puzzle;1998
4730;Pájaros de ciudad;1983
4731;Pánico en el distrito 18;1985
4732;Pápa Piquillo;1998
4733;Pásala!;1994
4734;Pídele cuentas al rey;1999
4735;Quasimodo va al fanático;1985
4736;Que me queres, amor?;1998
4737;Que nos quiten lo bailao;1983
4738;Quel pomeriggio maledetto;1977
4739;Queremos un hijo tuyo;1981
4740;Queridísimos verdugos;1977
4741;Quería dormir en paz;1978
4742;Qui testima, Babel?;1987
4743;Quien mal anda mal acaba;1993
4744;Quiero que sea él;1991
4745;Quiero ser mayor;1976
4746;Quiero soñar;1981
4747;Quimera;1988
4748;Quince;1998
4749;Quién puñetas somos;1987
4750;Què thi jugues, Mari Pili?;1991
4751;Què és Catalunya;1982
4752;Qué dura es la vida;1999
4753;Qué puñetera familia;1981
4754;Rafael Alberti en Roma... y en España;1977
4755;Rafael en Raphael;1975
4756;Rage - Fuoco incrociato;1984
4757;Ransom;1990
4758;Rapto en las estrellas;1980
4759;Ratas;1998
4760;Rateta, rateta;1990
4761;Raza, el espíritu de Franco;1977
4762;Razielen itzulera;1997
4763;Razones sentimentales;1996
4764;Raíles de sangre;1991
4765;Rebeldía;1978
4766;Reborn;1981
4767;REC;1999
4768;Recuerdo de Jean Seberg;1980
4769;Recuerdos de un amante neurótico;1996
4770;Redacció;1988
4771;Redacción, que hice el domingo;1988
4772;Redondela;1987
4773;Reflexiones de un salvaje;1978
4774;Reflexos;1982
4775;Refugos;1998
4776;Regadíos de Aragón;1975
4777;Regreso del más allá;1982
4778;Reina y Rey;1994
4779;Reina Zanahoria;1977
4780;Relación matrimonial y otras cosas;1975
4781;Relatos de la medianoche;1989
4782;Remando al viento;1988
4783;Rencor visceral;1993
4784;Reproches;1980
4785;Requiem;1999
4786;Resultado final;1998
4787;Retazos gallegos;1982
4788;Retorn del president Tarradellas;1977
4789;Retrato de familia;1976
4790;Retrato de Família;1992
4791;Retrato de grupo (Crónica de una impotencia);1976
4792;Retrato de mujer con hombre al fondo;1997
4793;Retratos en el retrete;1981
4794;Revenge in the House of Usher;1988
4795;Rewind;1999
4796;Ricardo Montalbán en España;1985
4797;Riego sanguíneo;1980
4798;Rigor mortis;1997
4799;Rincones del paraíso;1999
4800;Rita y su conjunto;1984
4801;Ritual de lo habitual;1998
4802;Rivelles;1994
4803;Road Movie;1997
4804;Robin Hood nunca muere;1975
4805;Robinson II;1987
4806;Robo en el cine Capitol;1996
4807;Rocieros;1980
4808;Rocky Carambola;1981
4809;Rocío;1980
4810;Rocío y José;1983
4811;Rodar en Madrid;1976
4812;Roig;1994
4813;Romanza final (Gayarre);1986
4814;Romanzio in el sècolo ventuno;1991
4815;Romàntic;1989
4816;Rosa rosae;1993
4817;Rosita, please!;1993
4818;Rossini! Rossini!;1991
4819;Rostros;1978
4820;Roy Embrum;1995
4821;Rubia sobre rubia;1992
4822;Rufino;1998
4823;Ruleta;1999
4824;Rumbo norte;1987
4825;Rustlers Rhapsody;1985
4826;Ruth está bien;1999
4827;Réquiem por un campesino español;1985
4828;Réquiem por un empleado;1978
4829;Río Negro;1991
4830;SUllestar s/n;1984
4831;Sabato, domenica e venerdì;1979
4832;Sabino Arana;1980
4833;Sabor a rosas;1989
4834;Sabor latino;1996
4835;Sabor rojo;1998
4836;Sabía que vendrías;1992
4837;Sacrificio;1998
4838;Sadomania - Hölle der Lust;1981
4839;Safari erótico;1981
4840;Sahara;1985
4841;Sal gorda;1984
4842;Salida de misa de doce del Pilar;1982
4843;Salomé;1978
4844;Salsa rosa;1992
4845;Salto al vacío;1995
4846;Salut i força al canut;1979
4847;Salzillo;1983
4848;Samanka;1982
4849;San Judas de la Frontera;1984
4850;Sandino;1990
4851;Sangre ciega;1994
4852;Sangre en el Caribe;1985
4853;Sangre en mis zapatos;1983
4854;Sangre y arena;1989
4855;Sangre, sudor y polypiel;1996
4856;Sangría. Mediakill;1998
4857;Sanitat;1978
4858;Sant Joan de LErm, quan lesqui de fons no es competico;1977
4859;Sant Joan de LErm. Paradis de lesqui nordic;1981
4860;Sant Joan de les Abadesses;1975
4861;Santa Cruz, el cura guerrillero;1991
4862;Santera;1994
4863;Santitos;1999
4864;Sarabe;1999
4865;Saraghrar 7.349 metres. Lespero de la inquietud;1977
4866;Sauna;1990
4867;Savana violenza carnale;1979
4868;Saïd;1998
4869;Scalps;1987
4870;Scherzo ciudadano;1983
4871;Se acabó el petróleo;1980
4872;Se bueno Johnny;1991
4873;Se buscan fulmontis;1999
4874;Se fue;1997
4875;Se ha apagado una estrella;1994
4876;Se paga al acto;1994
4877;Sea caritativo;1976
4878;Sechs Schwedinnen auf Ibiza;1981
4879;Secretos de alcoba;1977
4880;Secretos del corazón;1997
4881;Secta siniestra;1982
4882;Secuestro;1976
4883;Segun el corte;1994
4884;Segunda piel;1999
4885;Seguros en la calle;1979
4886;Selva roja;1996
4887;Semana santa en Castro del Río;1975
4888;Semana Santa en Cuenca;1976
4889;Semilla de muerte;1980
4890;Sempre Xonxa;1989
4891;Sendero de esperanza;1982
4892;Sensitività;1979
4893;Sensualidad;1975
4894;Sentados al borde de la mañana con los pies colgando;1978
4895;Senza buccia;1979
4896;Serenata a la claror de la lluna;1978
4897;Serpiente de mar;1984
4898;Sesenta y cuatro ASA;1975
4899;Sesión continua;1984
4900;Set menys set;1997
4901;Setenta y cinco aniversario del R.C.D. Español;1975
4902;Setmana de la sanitat;1978
4903;Sette ragazze di classe;1979
4904;Sevilla;1981
4905;Sevilla Connection;1992
4906;Sevillanas;1992
4907;Sexo oral;1994
4908;Sexo sangriento;1981
4909;Sexo va, sexo viene;1977
4910;Sexos húmedos al sol;1985
4911;Sexy, amor y fantasía;1976
4912;Señores de Gardenia;1998
4913;Señoritas de uniforme;1976
4914;Shacky Carmine;1999
4915;Shampoo Horns;1998
4916;Shirley Temple Story;1976
4917;Si el matrimonio funcionase;1985
4918;Si las mujeres mandaran (o mandasen);1982
4919;Si lo sé no vengo (a mi propio entierro);1999
4920;Si lo sé, no vengo;1987
4921;Si me comprendieras;1999
4922;Si quieres vivir... dispara;1975
4923;Si te dicen que caí;1989
4924;Si tocas la flauta, ¿Por qué no el violín?;1990
4925;Sida, la peste del siglo XX;1986
4926;Siempre felices;1991
4927;Siempre hay un camino a la derecha;1997
4928;Siempre que pasa lo mismo... ocurre algo parecido;1994
4929;Siete días de enero;1979
4930;Siete mil días juntos;1994
4931;Sigan felices;1989
4932;Siguiente;1999
4933;Silencios;1994
4934;Silencios;1999
4935;Silos, siglos;1977
4936;Silvia ama a Raquel;1978
4937;Simone e Matteo: Un gioco da ragazzi;1976
4938;Simpáticos degenerados;1988
4939;Simulacro;1982
4940;Sin aliento, sin respiro, sin vergüenza;1976
4941;Sin motivo aparente;1995
4942;Sin título;1998
4943;Sinais de Fogo;1995
4944;Sinatra;1988
4945;Sinceridad;1999
4946;Sinfonía erótica;1980
4947;Sirenas;1994
4948;Sitcom show;1996
4949;Slugs, muerte viscosa;1988
4950;Smoke City;1999
4951;Sobrassada;1999
4952;Sobre la tierra;1994
4953;Sobre ruedas;1996
4954;Sobrenatural;1983
4955;Sobreviviré;1999
4956;Sogno proibito;1988
4957;Sola ante el terror;1986
4958;Solas;1999
4959;Soldadito español;1988
4960;Soldado;1975
4961;Soldados;1978
4962;Soldados de plomo;1983
4963;Solitud;1991
4964;Solo amor;1994
4965;Solo ante el Streaking;1975
4966;Solo en la buhardilla;1997
4967;Solo o en compañía de otros;1991
4968;Solos en la madrugada;1978
4969;Sols... pare, fill i terra;1975
4970;Som i serem;1981
4971;Sombras en una batalla;1993
4972;Sombras paralelas;1994
4973;Sombras trágicas;1983
4974;Sombras y luces: Cien años de cine español;1996
4975;Sonidos y voces en la noche;1985
4976;Sonotone;1997
4977;Sonámbulos;1978
4978;Soplo de esplendor;1981
4979;Soria y Antonio Machado;1976
4980;Souvenir;1994
4981;Soñé que te mataba;1994
4982;Spanish Fly;1976
4983;Spanish Fly;1998
4984;Speed Driver;1980
4985;Sport 1900;1976
4986;SSS;1988
4987;Stacatto;1996
4988;Stanislavsky sube al séptimo;1985
4989;Start;1975
4990;Stico;1985
4991;Storia di arcieri, pugni e occhi neri;1976
4992;Strip-tease a la inglesa;1975
4993;Striptease;1976
4994;Su majestad la risa;1981
4995;Su primer amor;1992
4996;Su primer baile;1990
4997;Suave, cariño, muy suave;1978
4998;Subjúdice;1998
4999;Sublet;1991
5000;Sueca bisexual necesita semental;1982
5001;Suerte;1997
5002;Suerte suprema;1998
5003;Sueño y despertar de Aurelio Marítimo;1990
5004;Sueños de sal;1997
5005;Sueños duros;1988
5006;Sueños en la ciudad;1992
5007;Sueños en scope;1999
5008;Sufre mamón;1987
5009;Suitcase;1992
5010;Suite;1988
5011;Sunday Pursuit;1990
5012;Superagentes en Mallorca;1990
5013;Supernova;1993
5014;Supersonic Man;1979
5015;Sur la terre comme au ciel;1992
5016;Sus años dorados;1980
5017;Sus ojos se cerraron y el mundo sigue andando;1997
5018;Susana;1989
5019;Susanna;1996
5020;Suspiros de España (y Portugal);1995
5021;Sussus;1998
5022;Suéltate el pelo;1988
5023;Sábado legionario;1988
5024;Sábado, chica, motel ¡qué lío aquel!;1976
5025;Sábado, sabadete...;1983
5026;Sábanas blancas;1997
5027;Sálvate si puedes;1995
5028;Sé infiel y no mires con quién;1985
5029;Sé que estás ahí;1989
5030;Sí, quiero...;1999
5031;Síes y noes;1994
5032;Sípová Ruzenka;1990
5033;Só para nenos;1985
5034;Sólo palabras limpias;1975
5035;Sólo quiero disfrutar contigo;1990
5036;Sólo se muere dos veces;1997
5037;Sólo tú, sólo yo, sólo tú y yo;1994
5038;Sólo un dibujo;1983
5039;Súcubo;1997
5040;Süpermenler;1979
5041;Tabarka;1996
5042;Tac-tac;1982
5043;Tacones lejanos;1991
5044;Tacón;1982
5045;Tahitis Girl;1990
5046;Take a Hard Ride;1975
5047;Tal vez mañana...;1979
5048;Taller y obra de Villacasas;1975
5049;Tan lejos, tan cerca;1998
5050;Tango;1975
5051;Tango;1998
5052;Tango feroz: la leyenda de Tanguito;1993
5053;Tarzán en el Café Lisboa;1997
5054;Tasio;1984
5055;Tata mía;1986
5056;Tatiana, la muñeca rusa;1999
5057;Tatuaje;1978
5058;Taxi;1980
5059;Taxi;1996
5060;Taxi love, servizio per signora;1976
5061;Te lo mereces;1996
5062;Te moriré siempre (con nuestras propias manos);1990
5063;Te quiero, te quiero, te quiero;1980
5064;Teatro en Soria;1982
5065;Tegeran-43;1981
5066;Televapor;1997
5067;Tempesta destiu;1987
5068;Tempofago;1999
5069;Tendencias;1981
5070;Tender Flesh;1997
5071;Tenerife, eterna primavera;1975
5072;Tenerife, isla de flores;1975
5073;Tengamos la guerra en paz;1977
5074;Tengo una casa;1996
5075;Tenía yo quince años;1981
5076;Teo el pelirrojo;1986
5077;Terapia al desnudo;1975
5078;Teresa y Vanessa;1996
5079;Terio, el suicida;1997
5080;Terra entre terra i mar;1983
5081;Terra Fria;1992
5082;Terreur cannibale;1980
5083;Territorio Comanche;1997
5084;Terror en el tren de medianoche;1980
5085;Terror en la capilla mortuoria;1980
5086;Terroristas;1987
5087;Tesis;1996
5088;Tesoro;1998
5089;Testamento;1994
5090;Testamento de un pueblo;1975
5091;Testigo;1984
5092;Testigo azul;1989
5093;Teufelscamp der verlorenen Frauen;1978
5094;Textiles;1975
5095;Thais, hombres libres;1980
5096;The Black Pearl;1977
5097;The Disappearance of Garcia Lorca;1996
5098;The End;1996
5099;The Fight;1992
5100;The Language You Cry In;1998
5101;The Last Battle;1991
5102;The Man with Rain in His Shoes;1998
5103;The Marvellous World of the Cucu Bird;1991
5104;The Monk;1990
5105;The Ninth Gate;1999
5106;The Onion Experience;1996
5107;The Quarry;1998
5108;The Raven... Nevermore;1999
5109;The Real Guernika;1999
5110;The Return of the Musketeers;1989
5111;The Rift;1990
5112;The Sea Change;1998
5113;The Shanghai Gesture;1999
5114;The Shooter;1995
5115;The Spirit of Olympus;1984
5116;Tic Tac;1997
5117;Tiempo de gente acobardada;1976
5118;Tiempo de silencio;1986
5119;Tiempos de constitución;1979
5120;Tiempos duros en Ríos Rosas;1982
5121;Tiempos duros para Drácula;1976
5122;Tiempos mejores;1994
5123;Tierno verano de lujurias y azoteas;1993
5124;Tierra;1996
5125;Tierra de cañones;1999
5126;Tierra de rastrojos;1980
5127;Tierras de vino (Sol en botellas I);1976
5128;Tigres de papel;1977
5129;Tilka;1999
5130;Tirano Banderas;1993
5131;To er mundo é güeno;1982
5132;To er mundo é... mejo!;1982
5133;To er mundo é... ¡demasiao!;1985
5134;Tobi;1981
5135;Tocando fondo;1993
5136;Toda la humanidad habla de Troya;1998
5137;Todas hieren;1998
5138;Todo al diablo;1999
5139;Todo al ocho;1998
5140;Todo es ausencia;1984
5141;Todo es mentira;1994
5142;Todo es posible en Granada;1982
5143;Todo está oscuro;1997
5144;Todo por la pasta;1991
5145;Todo sobre mi madre;1999
5146;Todo, todo, todo, todo;1997
5147;Todos a la cárcel;1993
5148;Todos a tus pies;1997
5149;Todos al suelo;1982
5150;Todos los gritos del silencio;1975
5151;Todos los hombres sois iguales;1994
5152;Todos me llaman Gato;1980
5153;Tom, el salvaje;1976
5154;Tombés du ciel;1993
5155;Toque de alba;1977
5156;Toque de queda;1978
5157;Tormenta de verano;1992
5158;Toros;1995
5159;Torquemada;1989
5160;Torrella, una vida pel cinema;1997
5161;Torrente, el brazo tonto de la ley;1998
5162;Tortilla y cinema;1997
5163;Tortolika eta Tronbon;1998
5164;Tot verí;1996
5165;Totalmente pirado;1999
5166;Tradición familiar - Soliloquios;1994
5167;Traficantes de pánico;1980
5168;Tragedia cotidiana de un acomodador de cine que un día descubrió la cinefilia;1978
5169;Trahir;1993
5170;Trailer;1997
5171;Train spécial pour SS;1977
5172;Tramontana;1991
5173;Trampa para una esposa;1991
5174;Trampa sexual;1978
5175;Transcontinental a la derive;1975
5176;Transeúntes;1994
5177;Tranvía a la Malvarrosa;1997
5178;Tras el cristal;1987
5179;Tras el mostrador;1980
5180;Tratado de construcción;1976
5181;Través de la ventana;1994
5182;Tren de sombras;1997
5183;Tres días de libertad;1996
5184;Tres días de noviembre;1977
5185;Tres en la marca;1987
5186;Tres en raya;1979
5187;Tres mujeres de hoy;1980
5188;Tres palabras;1993
5189;Tres por cuatro;1982
5190;Tres suecas para tres Rodríguez;1975
5191;Tretas de mujer;1993
5192;Trinità & Bambino... e adesso tocca a noi;1995
5193;Triptico;1994
5194;Triumphs of a Man Called Horse;1983
5195;Tropismos;1995
5196;Truhanes;1983
5197;Truqui abans dentrar;1994
5198;Trágala, perro;1981
5199;Tráiler;1975
5200;Tráiler de Whos Afraid of Virginia Woolf?;1976
5201;Tránsito;1996
5202;Tránsito;1997
5203;Trébol de cuatro hojas;1989
5204;Tu amiga Marilyn;1975
5205;Tu dios y mi infierno;1976
5206;Tu nombre envenena mis sueños;1996
5207;Tu novia está loca;1988
5208;Tu-no;1999
5209;Tuareg - Il guerriero del deserto;1984
5210;Tunait is de nait;1980
5211;Tunka el guerrero;1983
5212;Two Much;1995
5213;Txotx;1997
5214;Tío, ¿de verdad vienen de París?;1975
5215;Tú decides;1996
5216;Tú estás loco Briones;1981
5217;Tú solo;1984
5218;Uma Vida Normal;1994
5219;Un adiós a Steve McQueen;1981
5220;Un asunto privado;1996
5221;Un año, ocho meses y nueve días;1995
5222;Un banco en el parque;1999
5223;Un buen novio;1998
5224;Un café de ollos verdes;1992
5225;Un caso para dos;1997
5226;Un castillo en la arena;1976
5227;Un cero a la izquierda;1980
5228;Un corto silencio;1993
5229;Un cos al bosc;1996
5230;Un crisantemo estalla en cinco esquinas;1998
5231;Un domingo en el parque;1992
5232;Un drac, Sant Jordi i el cavaller Kaskarlata;1981
5233;Un dulce olor a muerte;1999
5234;Un día con Sergio;1977
5235;Un día en el triángulo;1984
5236;Un día perfecto;1998
5237;Un gendarme en Benidorm;1986
5238;Un genio en apuros;1983
5239;Un globo en el armario;1999
5240;Un hombre con suerte;1995
5241;Un hombre llamado Flor de Otoño;1978
5242;Un hombre... una ciudad;1980
5243;Un informe para una academia;1975
5244;Un juego de niños;1976
5245;Un lugar en el mundo;1992
5246;Un lujo a su alcance;1975
5247;Un matí qualsevol...;1980
5248;Un millón por tu historia;1980
5249;Un momento, un momento...;1994
5250;Un negro con un saxo;1989
5251;Un parado en movimiento;1985
5252;Un paraguas para tres;1992
5253;Un parell dous;1985
5254;Un pasota con corbata;1982
5255;Un permiso para ligar;1980
5256;Un pito para tres;1985
5257;Un plaer indescriptible;1992
5258;Un poco de cine español;1975
5259;Un rolls para Hipólito;1982
5260;Un señor muy viejo con unas alas enormes;1988
5261;Un solo de cello;1997
5262;Un submarí a les estovalles;1991
5263;Un été denfer;1984
5264;Un único deseo;1992
5265;Un, dos, tres, ¡Taxi!;1997
5266;Un, dos, tres... ensaïmades i res més;1985
5267;Una abuelita de antes de la guerra;1975
5268;Una buena razón para vivir... o morir;1989
5269;Una buena transacción;1992
5270;Una casa en las afueras;1995
5271;Una chica entre un millón;1994
5272;Una Cita con el Embajador;1997
5273;Una conversación en duermevela;1997
5274;Una de chinos;1985
5275;Una dona al meu jardí;1989
5276;Una espía enamorada;1984
5277;Una estación de paso;1992
5278;Una extraña mirada;1998
5279;Una familia decente;1978
5280;Una fórmula para correr;1975
5281;Una gallina muy ponedora;1982
5282;Una historia;1978
5283;Una historia europea;1994
5284;Una historia gallega;1982
5285;Una historia más;1994
5286;Una leyenda asturiana;1980
5287;Una loca extravagancia sexy;1978
5288;Una mujer bajo la lluvia;1992
5289;Una mujer y un cobarde;1979
5290;Una nit;1998
5291;Una nit a Casa Blanca;1987
5292;Una noche de cine;1999
5293;Una noche embarazosa;1977
5294;Una novia para siete hermanos;1991
5295;Una ombra en el jardí;1989
5296;Una pareja como las demás;1976
5297;Una pareja perfecta;1998
5298;Una pequeña movida;1983
5299;Una piraña en el bidé;1996
5300;Una prima en la bañera;1976
5301;Una rajita para dos;1984
5302;Una reina;1984
5303;Una rosa al viento;1984
5304;Una setmana a la vida de...;1986
5305;Una sombra en la oscuridad;1979
5306;Una sonrisa;1999
5307;Una tarde;1984
5308;Una tarde con Dorita amor;1975
5309;Una tía que sale un ratito al final;1979
5310;Una virgen para Calígula;1982
5311;Una y sonada...;1985
5312;Uncovered;1995
5313;Underwelles;1975
5314;Unidad Móvil;1984
5315;Universidad nacional a distancia;1975
5316;Uno del millón de muertos;1977
5317;Uno más uno;1995
5318;Unos granujas decentes;1980
5319;Upside down - Bocabajo;1994
5320;Urban Blues;1984
5321;Urte ilunak;1992
5322;Urxa;1989
5323;USA, violación y venganza;1983
5324;Usted va a ser mamá;1976
5325;Vacaciones;1975
5326;Vacaciones en Tenerife;1975
5327;Vacas;1992
5328;Valdemar;1975
5329;Valdemar, el homonculus dormido;1977
5330;Valencia, Spain;1995
5331;Valentina;1982
5332;Valses de otoño;1980
5333;Vamos a dejarlo;1999
5334;Vaya manita;1983
5335;Vecinos;1981
5336;Venecias;1989
5337;Veneno que tú me dieras;1989
5338;Vengador de asesinos;1984
5339;Venid y vamos todos con flores amarillas;1995
5340;Venus de fuego;1978
5341;Ver;1998
5342;Verano en la universidad;1993
5343;Veraz;1991
5344;Verbena;1998
5345;Veredicto implacable;1987
5346;Versión simultánea con traducción original;1990
5347;Vestida de azul;1983
5348;Vestida de fiesta: Tercera parte y final de la trilogía;1981
5349;Viaje a Bangkok, ataúd incluido;1985
5350;Viaje a la luna;1997
5351;Viaje a la luna;1998
5352;Viaje al centro de la Tierra;1977
5353;Viaje al más allá;1980
5354;Viaje al pasado;1997
5355;Viaje por el Nilo;1980
5356;Viaje zero;1999
5357;Vibraciones oscilatorias;1975
5358;Vicios de mujer;1982
5359;Viciosas al desnudo;1980
5360;Victòria! 2: La disbauxa del 17;1983
5361;Victòria! 3: El seny i la rauxa;1984
5362;Victòria! La gran aventura dun poble;1983
5363;Vicus Spacorum;1981
5364;Vida íntima de un seductor cínico;1975
5365;Vida/Perra;1982
5366;Video In;1997
5367;Viento de cólera;1988
5368;Vientos de mal;1999
5369;Vigo y la camelia;1975
5370;Villalar;1980
5371;Violación fatal;1978
5372;Violación inconfesable;1981
5373;Violines y trompetas;1984
5374;Virginal: Segunda parte de vestida de fiesta;1981
5375;Virilidad a la española;1977
5376;Virtudes Bastián;1986
5377;Virus;1980
5378;Virus;1996
5379;Virus II;1996
5380;Vis a vis;1992
5381;Visanteta, estáte quieta;1979
5382;Visions dun estrany;1991
5383;Viva Andalucía;1980
5384;Viva la clase media;1980
5385;Viva/muera Don Juan Tenorio;1977
5386;Vivir a mil;1976
5387;Vivir así;1998
5388;Vivir en Sevilla;1978
5389;Vivir mañana;1983
5390;Vivir por nada;1992
5391;Viñedos España;1975
5392;Voces de muerte;1983
5393;Volavérunt;1999
5394;Volver a empezar;1982
5395;Volver al mar;1975
5396;Volvoreta;1976
5397;Vota a Gundisalvo;1977
5398;Vuelve, querida Nati;1976
5399;Vámonos, Bárbara;1978
5400;Vértigo en Manhattan;1981
5401;Vía libre al tráfico;1975
5402;Vídeo doméstico;1995
5403;Vínculo;1999
5404;Vírgen de la alegría;1996
5405;Waka-Waka;1987
5406;Walker;1987
5407;Walter Peralta;1993
5408;Walterio y yo;1977
5409;Water Close;1999
5410;Welcome to Spain;1999
5411;Werther;1986
5412;What Changed Charley Farthing?;1976
5413;White Walls;1999
5414;William Wilson;1999
5415;Woody y yo;1981
5416;Woyzeck;1993
5417;Xicul toperu;1994
5418;Xixa Pangma. Cota 7.700 metres;1986
5419;XVIII Demostración Sindical;1975
5420;Y aquí no pasó nada;1991
5421;Y creó en el nombre del padre;1993
5422;Y del seguro... líbranos Señor!;1983
5423;Ya bon les blancs;1988
5424;Ya no me abrazas nunca;1985
5425;Ya no me acuerdo;1996
5426;Ya no soy virgen, olé, ya no soy virgen;1982
5427;Ya no va más;1988
5428;Ya pronto hará frío;1999
5429;Ya vienen los reyes;1996
5430;Yangtze: La nueva China y el viejo río;1997
5431;Yellow Hair and the Fortress of Gold;1984
5432;Yerma;1998
5433;Yo amo a Hitler;1984
5434;Yo amo la danza;1984
5435;Yo creo que...;1975
5436;Yo fui el rey;1975
5437;Yo hice a Roque III;1980
5438;Yo me bajo en la próxima, ¿y usted?;1992
5439;Yo qué sé;1980
5440;Yo soy Fulana de Tal;1975
5441;Yo soy ésa;1990
5442;Yo, El Vaquilla;1985
5443;Yo... con mi experiencia;1979
5444;Young Soul Rebels;1991
5445;Yul;1998
5446;Zama;1984
5447;Zambra;1994
5448;Zapico;1996
5449;Zapping;1999
5450;Zoi harisameni;1993
5451;Zorrita Martínez;1975
5452;Zureganako Grina;1996
5453;¡After!;1996
5454;¡Aproba!;1995
5455;¡Ay, Carmela!;1990
5456;¡Aínda máis difícil!;1998
5457;¡Biba la banda!;1987
5458;¡Dispara!;1993
5459;¡En qué lío me han metido!;1980
5460;¡Eureka!;1998
5461;¡No, hija, no!;1987
5462;¡Por fin solos!;1994
5463;¡Que vienen los socialistas!;1982
5464;¡Que vivan los crotos!;1995
5465;¡Qué gozada de divorcio!;1981
5466;¡Qué tía la C.I.A.!;1985
5467;¡Qué vecinos tan animales!;1998
5468;¡Qué verde era mi duque!;1980
5469;¡Susana quiere perder... eso!;1977
5470;¡Vampiros en La Habana!;1985
5471;¡Vaya par de gemelos!;1978
5472;¡Viva la Pepa!;1981
5473;¡Ya soy mujer!;1975
5474;¡¡Franco!! Un proceso histórico;1982
5475;¡¡Semos peligrosos!! (uséase Makinavaja 2);1993
5476;¡¡¡A tope!!!;1984
5477;¿A ti como se che di adeus?;1999
5478;¿Culpable de qué?;1994
5479;¿Cuánto cobra un espía?;1984
5480;¿De qué se ríen las mujeres?;1997
5481;¿Dónde estará mi niño?;1981
5482;¿Juegas?;1994
5483;¿Las cosas son como son... o como deberían ser?: Dos historias... del mismo día;1997
5484;¿Pero no vas a cambiar nunca, Margarita?;1978
5485;¿Por qué lo llaman amor cuando quieren decir sexo?;1993
5486;¿Por qué perdimos la guerra?;1978
5487;¿Quieres que te lo cuente?;1998
5488;¿Quién puede matar a un niño?;1976
5489;¿Quién te pides?;1995
5490;¿Qué hace una chica como tú en un sitio como éste?;1978
5491;¿Qué he hecho yo para merecer esto!!;1984
5492;¿Seremos como somos?;1996
5493;¿Y ahora qué, señor fiscal?;1977
5494;Ábreme la puerta;1995
5495;África;1996
5496;África sobre ruedas;1975
5497;Ángel negro;1978
5498;Ángulo muerto;1998
5499;Áreas fluviales;1993
5500;Átame!;1990
5501;Él y él;1980
5502;Érase dos veces...;1979
5503;Érase unha vez en Compostela;1997
5504;És quan dormo que hi veig clar;1989
5505;És tard;1994
5506;Ésta que lo es...;1977
5507;Éxtasis;1996
5508;Ícaro;1995
5509;Ópalo de fuego: Mercaderes del sexo;1980
5510;Ópera prima;1980
5511;Óscar y Carlos 82;1982
5512;Óscar, Kina y el láser;1978
5513;Última copa;1996
5514;Última planta;1997
5515;Últimas horas;1999
5516;Últimas imágenes del naufragio;1989
5517;Últimas tardes con Teresa;1984
5518;Último deseo;1976
5519;Úrculo;1977
