;name;gender
11790;Romano, Carlos;m
11791;Sandoval, Douglas;m
11792;Snegoff, Gregory;m
11793;Steiner, John;m
11794;Travolta, Joey;m
11795;Agustí, Antoni;m
11796;Baselga, David;m
11797;Fenton, Luis;m
11798;Fàbregas, Marta;f
11799;Fàbregas, Simó;m
11800;Reverte, Juan;m
11801;Tubau, Carme;f
11802;Kuhn, Roberta;f
11803;Ribalta, Katia;f
11804;Bofill, Jorge;m
11805;Chaloc, Irma;f
11806;Esteve, Juan;m
11807;García, Julio;m
11808;Guiu, Alex;m
11809;Harmony;
11810;Llorca, Isidoro;m
11811;May, Marta;f
11812;Monfá, Ramón;
11813;Santy;m
11814;Simó, Ana;m
11815;Zapatero, Jesús;m
11816;Llorens, Pablo;m
11817;Bosch, Juan;m
11818;Rincón, Alberto;m
11819;Armengol, Adela;f
11820;Eliseo, Eduardo;m
11821;Escalada, Rafael;m
11822;Gomendio, Alejandra;f
11823;Mendieta, José Luis;m
11824;Ortiz, Manuel;m
11825;Rodríguez, Agustín;
11826;Elizondo, Esteban;
11827;Iarrusqueret, Fernando;
11828;Larruquert, Fernando;
11829;Otero, Xabi;
11830;Endersson, Lynn;f
11831;Laso, Mara;f
11832;Parra, Vicente;m
11833;Recuero, Ricardo;
11834;René, Michel;
11835;Álvarez, Emilio;m
11836;Arenales, Victoria;f
11837;Beceiro, Roberto;m
11838;Bertholder Ladd, Ingebor Sandra Freida;f
11839;Boddy, Kathryn;f
11840;Booth, Andrew Paul;m
11841;Bosch, Anna;f
11842;Carasso, Claudia;f
11843;Carrión, Helena;f
11844;Casas, Emil Remolins;m
11845;Coats, Craig;m
11846;Compte, Josep;m
11847;Cortés, Mar;f
11848;Cosculluela de Marí, Ángeles;f
11849;Durán, Miriam;f
11850;Duró, Meritxell;f
11851;Garriga, Xavier;m
11852;Gausachs, Montserrat;f
11853;López Franco, Esperanza;f
11854;Malaret, Marel;m
11855;Marimón, Marta;f
11856;Martorell, Xavier;m
11857;Martín, Isis;f
11858;Marzo, Irina;f
11859;Omedes, Sil;f
11860;Pascual, Helena;f
11861;Prat Vallés, Txell;f
11862;Riera, Queralt;f
11863;Rufino, Cookie;f
11864;Russell, Penny;f
11865;Sales, Marta;f
11866;Sanahuja, Ramón María;m
11867;Schrock, Laura;f
11868;Serra, Marina;f
11869;Simón Cerezo, Ana;f
11870;Sánchez, Rosa Maria;f
11871;Zabalbeascoa, Catherine;f
11872;Zanuy, Roger;m
11873;del Valle, Desi;f
11874;Pérez, Ernesto José;m
11875;Ackroyd, Barry;m
11876;Alonso, Ana Coyne;
11877;Arguello, Jimmy Jose;m
11878;Avendaño, José Alberto;m
11879;Bank, Amy;f
11880;Berrie, Gillian;f
11881;Borge, Ana Victoria;f
11882;Broadbent, Lucinda;
11883;Butterworth, Martin;
11884;Cabezas, Oyanka;f
11885;Carlyle, Robert;m
11886;Cruz, Marcelino;m
11887;Dare, Daphne;
11888;De Calero, Josefa Calderon;f
11889;Devine, Alicia;f
11890;Dolan, Helen;
11891;Downing, Anneli;
11892;Escobar, Junior;m
11893;Espinoza, Salvador;m
11894;Fenton, George;m
11895;Figueroa, Azucena;f
11896;Flores, Alberto;m
11897;Flores, Roberto;m
11898;Forbes, Belinda;f
11899;Forget, Mark;m
11900;Freedman, Tanya;
11901;Friel, Greg;m
11902;García, José Antonio;m
11903;García, Tomasa;f
11904;Glenn, Scott;m
11905;González, Alcides;m
11906;González, Narciso;m
11907;Goodall, Louise;f
11908;Guevara, Manuela;f
11909;Hemphill, Claire;f
11910;Hernandez, Felipe;m
11911;Hibbin, Sally;
11912;How, Robert;
11913;Isherwood, Georgina;
11914;Isherwood, Patrick;
11915;Johnson, Martin;
11916;Kiernan, Ford;m
11917;Laverty, Paul;m
11918;Leach, John Paul;m
11919;Lee, Tom;m
11920;Lenton, Susanna;
11921;Lewis, Gary;m
11922;Light, Liz;
11923;Loach, Ken;m
11924;Loza, Richard;m
11925;Lozano, Ramón;m
11926;López, Rosa Amelia;f
11927;McAdam, Margaret;f
11928;McDermott, Margarita;
11929;McKain, John;
11930;McTaggart, Thomas;m
11931;Mckay, Micky;f
11932;Medina, Alma Bianco;f
11933;Meneses, José;m
11934;Miranda, Tatiana;f
11935;Monterrey, Ramón;m
11936;Morris, Jonathan;
11937;Neira, Santiago;m
11938;Obando, Karla;f
11939;Olivas, Santos;m
11940;Pacheco, Ruth;f
11941;Pall, Subash Singh;m
11942;Preston, Stewart;m
11943;Ramirez, Belkis;f
11944;Rivera, Norma;f
11945;Rizo, Alison Paula;f
11946;Rodriguez, Keila;f
11947;Senghas, Richard;m
11948;Setright, Anita;f
11949;Silva, María José;f
11950;Suirez, Edgar;
11951;Talavera, Elba Aurora;f
11952;Talavera, Luis;m
11953;Timoney, Anne Marie;f
11954;Townsley, Andy;m
11955;Tredway, Laura;f
11956;Turner, Pamela;f
11957;Enrich, Teresa;
11958;DAusilio, Enzo;m
11959;Fraticelli, Franco;
11960;Frizzi, Fabio;m
11961;Gutiérrez, Esteban;
11962;Ibarra, María;
11963;Martello, Rodolfo;
11964;Mihura, Miguel;m
11965;Moschin, Gastone;m
11966;Napolitano, Silvia;
11967;Pinal, Silvia;f
11968;Ricon, Manuel;
11969;Rolla, Stefano;m
11970;Amaya, Diego;m
11971;Antonio Gades, Compañía;m
11972;Arauzo, Stella;f
11973;Benitez, José;m
11974;Bronce, La;f
11975;Ciro;m
11976;Fati, El;m
11977;Gaviño, Ana Yolanda;f
11978;Gaviño, M. José;m
11979;Lapeña, Ernesto;m
11980;Luna El Tauro, José;m
11981;Magdalena, M.;f
11982;Moreno, Sebastián;m
11983;Moro, El;m
11984;Murcia, Félix;m
11985;Mérimée, Prosper;
11986;Navarrete, Rocío;m
11987;Ortega, Enrique;m
11988;Pantoja, Diego;m
11989;Pantoja, Enrique;m
11990;Quinana, M. Fda.;m
11991;Quinana, M.Fda.;f
11992;Sevilla, Manolo;m
11993;Solera, Antonio;m
11994;Villa, Carmen;f
11995;Virseda, Lorenzo;m
11996;de Lucía, Paco;m
11997;Bugeda, Almudena;f
11998;Lorenzo, Natalia;f
11999;López Barahona, Vicky;f
12000;Bergson, Philipp;m
12001;Cachoux, Georges;m
12002;Caro Barranco, Benito;m
12003;Carvalho, Zinda;f
12004;Castillo, Thierry;m
12005;Da Silva, Devraïre;f
12006;Daina, Irene;f
12007;David, Michel;m
12008;Féraud, Albert;
12009;Féraud, Patrick;m
12010;Hernández Leon, Joaquín;m
12011;Hernández Salina, Carmen;f
12012;Le Du, Gérard;
12013;Luqué, Dolores Dominguez;f
12014;López, Albert;m
12015;Nivelle, Jacques;m
12016;Ouahba, Benjamin;
12017;Pradier, Jean-Paul;m
12018;Prati, Pamela;f
12019;Rosso, Pierre;m
12020;Ruiz, Encarnacion;
12021;Santos, Jaime;m
12022;Bourseau, Tania;
12023;César, Mauro;m
12024;De Bem, Rubem;m
12025;De Capitani, Grace;f
12026;Flores, Virginia;
12027;Graça, Arménio;
12028;Guarilha, Amauri;m
12029;Jabor, Arnaldo;m
12030;Karam, Ricardo;
12031;Martins, Lizete;
12032;Moura, Edgar;m
12033;Pacelli, Paolo;m
12034;Palmeira, Marcos;m
12035;Petráglia, Ricardo;m
12036;Prieto, Carlos;m
12037;Pâris, Dominique;
12038;Robson, Gary Trudgian;
12039;Stroppiana, Bruno;
12040;São Thiago, Flávio;m
12041;Tomasetig, Diana;
12042;de Almeida, Ivan;m
12043;Mintz, Jerome;
12044;Grañena, José;
12045;Berrocal, Gloria;f
12046;Carballeira, Enriqueta;f
12047;Palou, Inés;
12048;Rossat, Beatriz;f
12049;Serna, Elisa;f
12050;Trujillo, Julita;f
12051;Benito, Manuel;
12052;Cafrune, Macarena;f
12053;Ferrín, Luis;m
12054;Galiana, Pilar;f
12055;González, Tino;m
12056;Grau, Carlos;m
12057;Olías, Arantxa;
12058;Romeu, Montse G.;f
12059;Trenco, Jorge;m
12060;Aguirre, Alfonso;m
12061;Be, Yael;f
12062;Beato, Affonso;m
12063;Benzakein, Simona;f
12064;Bustarviejo, Víctor;
12065;Donamaría, Adela;f
12066;Fuentes, Mariola;f
12067;Garcia, Dalila;
12068;García, Lola;f
12069;García, Ángel;m
12070;Gordo, Beatriz;
12071;Gómez, Antxón;m
12072;Henares, Antonio;m
12073;Lanchas, Daniel;m
12074;Lara, Juan;
12075;Loriga, Ray;m
12076;Molins, Josep;m
12077;Neri, Francesca;f
12078;Paz, Diego de;m
12079;Paz, Pedro;m
12080;Rendell, Ruth;f
12081;Roa, Francisco Javier;
12082;Rosenfeldt, María;f
12083;Ruben, Michel;m
12084;Serrano, Rosa María;
12085;Astudillo, Antonio;m
12086;Boira, Francisco;m
12087;Cortés, Mario;
12088;Facio, Angel;m
12089;Tesado, Matilde;f
12090;Valero, Mari;f
12091;Delgado, Cristina;f
12092;Losada, Gerardo;
12093;Solís, Arancha;f
12094;Téllez, Rafael;m
12095;Adam, Kathya;f
12096;Adam, Tania;f
12097;Anguita, Sergio;m
12098;Aznar, Eva;f
12099;Barnatán, Yael;f
12100;Baños, Roque;m
12101;Boldora, Maruja;f
12102;Cabezón, Marisa;f
12103;Charlie;m
12104;Doce Zúñiga, Pilar;f
12105;Domínguez, Juan;m
12106;Gámez, Luis G.;m
12107;Hermida, Alicia;f
12108;Lorite, Pedro;
12109;Martínez de Pisón, Ignacio;m
12110;Mehide, José Luis;m
12111;Molina, Paloma;f
12112;Muela, Adrián;m
12113;Pallarés, Mariano;m
12114;Pérez Fuster, Ginés;m
12115;Ramallo, Fernando;m
12116;Rimsky-Korsakov, Nikolai;
12117;Rodríguez, Lucas;m
12118;Tayles, Larry;m
12119;de la Iglesia, Juanjo;m
12120;Bruno, Sonia;f
12121;Calvo, José;m
12122;Torray, Nuria;f
12123;Alcón, Alfredo;m
12124;Ariza, Mercedes;f
12125;Arquer, Gemma;
12126;Castellán, Carlota;f
12127;Cinos, Mercedes;f
12128;Cruz, Roberto;m
12129;Farré, Esther;f
12130;Gadé, Analía;f
12131;Galván, Ana;f
12132;Geva, Tamara;f
12133;González, Carmelita;f
12134;González, María Luisa;f
12135;Grau, Jorge;m
12136;Grau, Mari-Neu;f
12137;Jiménez, Juana;f
12138;Milena, Ana;f
12139;Parra, Quetxe;f
12140;Pastor, Carmen;f
12141;Peral, María José;f
12142;Puig, Cristina;m
12143;Pérez Olea, Antonio;
12144;Ruiz, Ana;f
12145;Ruiz, Virginia;f
12146;Serrano, María Luisa;f
12147;Zofio, Concepción;f
12148;Alberto, Eliseo;m
12149;Ali, Paula;f
12150;Alí, Jorge;m
12151;Dueñas, Miriam;
12152;Dávila, Miriam;f
12153;Eguren, Raúl;m
12154;Fonseca, Justo;m
12155;Gainza, Dagoberto;m
12156;García Márquez, Gabriel;m
12157;Gutiérrez Alea, Tomás;m
12158;Gómez, Peggy;f
12159;Hernández, José;m
12160;Jordan, Daniel;m
12161;Leyva, Ileana;f
12162;Llauradó, Adolfo;m
12163;López Arenal, Ivonne;f
12164;Mesa, Elio;m
12165;Pelayo, José;m
12166;Pita, Amelia;f
12167;Pérez OReilly, Fernando;
12168;Reneses, Luis;
12169;Rubalcaba, Gonzalito;
12170;Saldiguera, Esteban;m
12171;Talavera, Miriam;
12172;Bringel, Antonio;
12173;Campillo, Antonio L.;m
12174;Iglesias, María Isabel;
12175;López, Agustín;m
12176;Pérez Campos, Miguel Ángel;
12177;Julián, Imma;
12178;Vives, Francisco;m
12179;Cercós, Jordi;m
12180;Coma, Roger;m
12181;Cámara, Ana;f
12182;Ferrer, Estefania;
12183;Jabal, Olga;
12184;Pardevila, Guillermo;m
12185;Pascual, Sandra;f
12186;Rodergas, Eduard;
12187;Alises, José;m
12188;Cruz, Emma;f
12189;Garcés, Mauricio;m
12190;García, Serafín;m
12191;Páramo, Luis;m
12192;Sala, Fernando;m
12193;Terrón, Ángel;m
12194;Villasante, José;m
12195;de Lis, Flor;f
12196;Ángel, Miguel;m
12197;Alfonso, Antonio;m
12198;Bescos, Agustín;m
12199;Boyd, Stephen;m
12200;Calvo, Manuel;m
12201;Cano, Pilar;f
12202;Carmona, Guillermo;m
12203;Galán, Antipas;m
12204;Gil Paradela, Pedro;
12205;Navarro, Eugenio;m
12206;Navarro, Rafael;m
12207;Nieves Conde, José Antonio;m
12208;Ontañón, Santiago;m
12209;Romero, Emilio;m
12210;Senatore, Paola;f
12211;Velasco, Andrés;
12212;Zambrana, Marcial;m
12213;Zorita, Ángel;m
12214;Álex, Mario;m
12215;Dotum, Javier;m
12216;Ibn Lubb An Nahari, Jusuf;
12217;Izquierdo, José Enrique;
12218;López del Río, José Luis;
12219;Raposo, David;
12220;Minguell, Joan;m
12221;Ventura, Anna;
12222;Baert, Winnie;
12223;López Varona, Luis;
12224;Molinero, Carlos;m
12225;Navarro, Montse;
12226;Palacios, Javier;
12227;Palomo, Carlos;
12228;Real, Leticia;f
12229;Recuenco, Jose;
12230;Calot, Juan;m
12231;Caño Arecha, Juan;
12232;Fernández Pirri, José Luis;m
12233;Feverrigel, Bernardo;
12234;Altieri, Ezio;
12235;Bernardos, Carmen;f
12236;Billi, Riccardo;m
12237;Bory, Jean-Marc;m
12238;Cannavale, Enzo;m
12239;Cappuccio, Diego;m
12240;De Sica, Christian;m
12241;Di Geronimo, Bruno;m
12242;Di Pinto, Sergio;m
12243;Fabrizi, Valeria;f
12244;Farina, Mirella;f
12245;Frazzetto, Luciana;f
12246;Gast, Michel;m
12247;Giuffrè, Adriana;f
12248;Jemma, Ottavio;
12249;Lafayette, Christiana;
12250;Lazure, Gabrielle;f
12251;Martínez Mollá, José Luis;
12252;Montanari, Sergio;m
12253;Montero, David;m
12254;Polesinanti, Graziella;f
12255;Rosa, Bruno;m
12256;Samperi, Salvatore;m
12257;Satriano, Martino;m
12258;Scarf, Tony;m
12259;Spagnoli, Alberto;
12260;Stany, Jacques;m
12261;Torres, Cristina;f
12262;Vazzoler, Elsa;f
12263;Irles, Antonio;
12264;Stefani, Milton;
12265;Diego, Gerardo;m
12266;Bistagne, Mario;
12267;Pineda, Antonio;
12268;Argote, Julio;m
12269;Barroso, María José;f
12270;Borrego, María;f
12271;Bustamante, Javier;m
12272;Escudero, Marga;f
12273;Herranz, Ángela;f
12274;Nevado, Elena;f
12275;Ortega, Beatriz;f
12276;Ortiz de Zárate, Iker;m
12277;Rivero, Amilcar;m
12278;Salguero, Luis;m
12279;Suko, Diana;f
12280;Tejera, Sara;f
12281;Tobi, Xuan;m
12282;de Diego, Ignacio;m
12283;del Prado, Maribel;f
12284;Álamo, Roberto;m
12285;Adell, Mercé;
12286;Alonso, Dimma;
12287;Berenguer, Gemma;
12288;Bernabeu, Gloria;
12289;Bosch, Bernat;m
12290;Chuang, Sara;
12291;Clopés, Tere;
12292;Corralez, Xevi;m
12293;Levy, Marion;f
12294;Marcos, Albert;
12295;Rodríguez, Montse;f
12296;Sánchez, Carles;m
12297;Tomás, Maribel;
12298;Barraquer, Ignasi;m
12299;Caballé, Montserrat;f
12300;Cervelló, Jordi;m
12301;Duran i Reynals, Francesc;m
12302;González Ledesma, Francisco;m
12303;Miró, Joan;m
12304;Oró, Joan;m
12305;Puigvert, Antoni;m
12306;Rivel, Charlie;m
12307;Sert, Josep Lluís;m
12308;Sáenz Guerrero, Horacio;m
12309;Tàpies, Antoni;m
12310;Baudoin, Javier;
12311;Bouchet, Florian;
12312;Dufreche, Laurent;
12313;Altman, Dagmar;f
12314;Balcázar, Jaime Jesús;
12315;Frank, Hubert;m
12316;Heinz, Gerhard;
12317;Kaptein, Micha;f
12318;Lederle, Franz Xaver;
12319;Marcant, Jacqueline;f
12320;Steiner Jr., Peter;m
12321;de la Peña, Mary;
12322;Anaya, Manuel G.;
12323;Danon, Géraldine;f
12324;Danon, Raymond;m
12325;Del Prado, Esther;f
12326;Garvarentz, Georges;
12327;Lucas, Agustín;
12328;Saturno, Fulgencio;m
12329;Tugot-Doris, Michel;m
12330;Leira, Xan;
12331;Olivera, Jorge;
12332;Antonio, Tony;m
12333;Cano, Gaspar;m
12334;Castillo, Antonio;m
12335;Cort, María del Carmen;
12336;Cuello, Juan Carlos;
12337;Escobedo, María Jose;f
12338;Estella, Jorge;m
12339;Guillermo, Rafael;
12340;Huerta, Cristina;f
12341;Jareño, José Miguel;
12342;Nieto, María Elena;f
12343;Ribó, Juan;m
12344;Ronda, Alfonso;
12345;Rosa, Antonio;m
12346;Suárez Lozano, José Antonio;
12347;Suárez, Eduardo;
12348;Sánchez, Eugenio;
12349;Tomás, José Luis de;
12350;Cat, Beauty the;f
12351;Dog, Mortadelo the;m
12352;Dog, Retiro the;m
12353;Martínez, Salvador;m
12354;Maya Fernández, José Luis;m
12355;Reguera, Juan;
12356;Barri, Barta;m
12357;Estela, Alfonso;m
12358;Gutiérrez Caba, Julia;f
12359;Pacheco, Rafael;m
12360;Sorell, Carmen;f
12361;Vanner, Sue;f
12362;Vela, Arantxa;f
12363;de Andrés, Fernando;
12364;Antonina, Leontina;f
12365;Arévalo, Alberto;
12366;Benavides, Alberto;m
12367;Brero, Élide;f
12368;Centeno, Edward;m
12369;Domínguez, Mónica;f
12370;Garay, Rafael;m
12371;Gassols, Carlos;m
12372;Martin, Paul;m
12373;Palacios, Marisol;f
12374;Paredes, Delfina;f
12375;Pollarolo, Giovanna;
12376;Quijano, Diana;f
12377;Quiñe, Jorge;m
12378;Revoredo, Ruth;f
12379;Romero, Hernán;m
12380;Ruiz, Nelson;m
12381;Vega, Oscar;m
12382;Zúñiga, David;m
12383;Amat, Paco;
12384;Anillo Estudillo, Juani;f
12385;Anillo Estudillo, Pili;f
12386;Bolaños, María José;f
12387;Cabeza, Juani;f
12388;Chicharro, Miguel;
12389;Domenech, Pilar;
12390;Estrada, Miguel;m
12391;Iborra, Manuel;m
12392;Marichi;f
12393;Marqueríe, Claire;
12394;Morales, Cristóbal;m
12395;Mota, David;m
12396;Núñez, Manolo;m
12397;Obrero, Lala;m
12398;Pereira Moreno, Juan;m
12399;Pereira, Francisco;m
12400;Quiñones, María Luisa;f
12401;Romero, José Antonio;m
12402;Romero, María Carmen;f
12403;Sierra, Cuco;m
12404;Velázquez, Agustín;m
12405;de Vaca, Pili;f
12406;la Cruz Galiana, José de;m
12407;Benavides, Miguel;m
12408;Brouwer, Leo;m
12409;Delgado, Livio;
12410;Espinosa, Pedro García;
12411;Granados, Daisy;f
12412;Gutiérrez, María Regla;f
12413;Hernández, Humberto;
12414;Mirabal, Linda;f
12415;Molinet, Maria Elena;f
12416;Núñez, Eslinda;f
12417;Portuondo, Omara;f
12418;Ramos, Jorge;
12419;Riverón, Gerardo;m
12420;Rodríguez, Nelson;m
12421;Solás, Humberto;m
12422;Tamarit, Enrique;
12423;Torrado, Norma;
12424;Valdés, Antonia;f
12425;Villa, Francisco;
12426;Villagra, Nelson;m
12427;Villaverde, Cirilo;
12428;Évora, César;m
12429;Heredia, José Luis;m
12430;Jordán, Baringo;m
12431;Madrid, Rogelio;m
12432;Pascual, Erasmo;m
12433;Velasco, Damián;m
12434;Amat, Jordi;m
12435;Botto, María;f
12436;Cortell, Inma;f
12437;Díaz, Inés;f
12438;Escolar, José Luis;m
12439;Gadea, Joan;m
12440;Kaniowsky, Carlos;m
12441;Lima, Andrés;m
12442;Luna, Alberto;
12443;Martínez, Vicenta;f
12444;Merino, Aitor;m
12445;Miranda, Itziar;f
12446;Moirón, José Vicente;m
12447;Máñez, Ana María;f
12448;Oller, Ventura;m
12449;Pastor, Coral;f
12450;Planell, Cristina;
12451;Poveda, Alberto;m
12452;Pullani, Silvio;m
12453;Roldán, Verónica;
12454;Rugero, Trinidad;f
12455;Samper, Paca;f
12456;Zapico, Eva;f
12457;Conti, Laura;f
12458;Espinar, Maria;f
12459;Gabriani, Gabrio;m
12460;Gimeno Mayol, Josep;m
12461;Liza, Antonio;
12462;Salviani, Vincenzo;
12463;Torres, Aresia;f
12464;Vidal, Joan;m
12465;Vila, Albert;m
12466;Gil del Álamo, Javier;
12467;Arriva, Julio;
12468;Bahl, Ellen;f
12469;Bertheau, Julien;m
12470;Best, Alan;
12471;Billard, Ginette;
12472;Blanco, Valerie;f
12473;Carrière, Auguste;f
12474;David, Mario;m
12475;DeBenito, Santiago;
12476;Debary, Jacques;m
12477;Duchemin, Marie-Jo;
12478;Dudilleux, Jacqueline;
12479;Durrenberger, Suzanne;
12480;Gattegno, Agnès;f
12481;Guffroy, Pierre;m
12482;Humel, Silke;f
12483;Ibáñez, Roger;m
12484;Lacombe, André;m
12485;Leduc, Richard;m
12486;Lluch-Peiro, Lita;f
12487;Louÿs, Pierre;
12488;Monange, Annie;f
12489;Montagné, Guy;m
12490;Montalban, Jean-Claude;m
12491;Muni;f
12492;Nicholson, Michele;f
12493;Oblin, Jacqueline;
12494;Piéral;m
12495;Plemiannikov, Hélène;f
12496;Rattier, Isabelle;f
12497;Revel, Jean;m
12498;Richard, Edmond;m
12499;Rocha, David;m
12500;Ruiz, Justo;m
12501;Sadoyan, Isabelle;f
12502;Schneider, Gille;
12503;Segonzac, Sylvie de;
12504;Weber, André;m
12505;Arroyo, Jesús F.;
12506;Asorey, Carlos;m
12507;Azcona, Charo;
12508;Brogan, Terri;
12509;Camino, Laura;
12510;Cancer, Elena;
12511;Ferrer, Rosa;
12512;García, Ana;m
12513;Izquierdo, Paula;f
12514;La Lagarta;
12515;Llacer, Francina;
12516;López, Pura;
12517;Miyairi, Kunio;m
12518;Montesinos, María Teresa;
12519;Navarro, Lourdes;m
12520;Navarro, María José;
12521;Pina, Emilio A.;m
12522;Solano, Trini;f
12523;Spagnoli, Aldo;
12524;Tugores, Óscar Raúl;
12525;Úrculo, Eduardo;m
12526;Díaz, José Luis;m
12527;Fernández Fuentes, Ricardo;
12528;López, Carmen;m
12529;Pérez, Luis;
12530;Tapia, Gonzalo;m
12531;Amate, Jesús;m
12532;Fernández Luna, Nicolás;m
12533;Horcajo, Luisa;f
12534;Horcajo, Tola;f
12535;Lemos, Antonio;m
12536;Luna, Alicia;m
12537;López, Raquel;f
12538;Manzanares, Tito;m
12539;Pinot, Natalie;f
12540;Pintado, Elena;f
12541;Pérez Capilla, Mónica;
12542;Quirós, José Antonio;m
12543;Rivera, Cristina;f
12544;Simonet, Jorge;m
12545;Álvarez, Arsenio;m
12546;Ferrero, Alberto;
12547;Figueras, Elena;f
12548;Gas, Orestes;m
12549;Gaztambide, Michel;m
12550;Miranda, Carlos;m
12551;Moreno, María José;f
12552;Olivella, Neus;
12553;Reniu, María;f
12554;Sanz, Javier;m
12555;Valverde, Arantxa;
12556;Vitoria, José Antonio;
12557;Kobayashi, Kunio;m
12558;Ping;m
12559;Pong;m
12560;Ayuso, Marisol;f
12561;Barratas, Máximo;
12562;Bermúdez de Castro Acaso, José Luis;
12563;Calahorra, Margarita;f
12564;Calatayud, Román;
12565;Cazalilla, Juan;m
12566;García Vázquez, Serafín;m
12567;Martínez Ramos, Carlos;
12568;Maya, José;m
12569;Menéndez, Ángel;m
12570;Álvaro, Flora María;f
12571;Agranovich, Mikhail;m
12572;Alfyorova, Natalya;
12573;Averin, Viktor;m
12574;Basilashvili, Oleg;m
12575;Bojm, Aleksandr;
12576;Bulba, Dmitri;m
12577;Chalaev, Shirvani;m
12578;Chemberdzhi, Yekaterina;
12579;Danilov, Mikhail;m
12580;Grebnev, Anatoli;
12581;Gurvich, Grigori;m
12582;Izmaylov, Oleg;m
12583;Koreneva, Yelena;f
12584;Makarov, Aleksandr;
12585;Makovetskiy, Sergey;m
12586;Smirnov, Andrey;m
12587;Sorokin, Andrei;m
12588;Tenyakova, Natalya;f
12589;Tolubeyev, Andrei;m
12590;Yakovleva, Elena;f
12591;Yursky, Sergei;m
12592;Alba, Charly;m
12593;Andeme, Antonio;m
12594;Asenjo, Alfonso;m
12595;Batista, Emilio;m
12596;Buendía, María;
12597;Canece;m
12598;Carreiro, Regino;m
12599;Dallarche, Donatella;
12600;Díez, Carlos;m
12601;Enfedaque, Ángel;
12602;Guerra, María;f
12603;Herencia, Manuel;
12604;Maqua Jr., Javier;m
12605;Martín, David;
12606;Rosales, José Manuel;m
12607;Ruiz, Paco;
12608;Zorrilla, Mario;m
12609;Antón, Milagros;f
12610;Briguiela, António;m
12611;Gallego, César;
12612;Linos, Alfonso;
12613;Ochoa, José María;m
12614;Omar, Dino;m
12615;Pacheco, José Luis;m
12616;Ramis, M. Martinez;
12617;Sánchez, Vicente;m
12618;de Castro, Luis;m
12619;Gordon, David;m
12620;Mencía, Nuria;f
12621;Conde, Alfons;
12622;Fernández, Perico;m
12623;Lausín, Juan Carlos;
12624;Lizancos, Manuel;
12625;Bachelard, Gaston;
12626;Celaya, Gabriel;m
12627;Guillén, Jorge;
12628;Lasala, Luis;m
12629;Lascuraim, Bonifacio;
12630;Pérez Madero, Rafael;
12631;Arillo, Manuel Sánchez;m
12632;Belinchon, Francisco;
12633;Camacho, Macarena;f
12634;Chinchilla, José Luis;m
12635;Colás, Mara;f
12636;Fora, Carolina;f
12637;Fora, Gema;f
12638;Irazábal, Lázaro;
12639;Joven, Miguel;m
12640;Laguna, Gabriel;m
12641;Palmieri, Ana;f
12642;Panizo, José;m
12643;Rubio, María Luisa;f
12644;Solís, Joaquín;m
12645;Vega, Vicente;m
12646;Arbert, José;m
12647;Compani, Consuelo;m
12648;Compani, Ángela;f
12649;Echegaray, Ángel;m
12650;Gil, Paloma;f
12651;Gómez, Ramón;m
12652;Heredia, Raquel;f
12653;Leo, Isabel;f
12654;Martín Vigil, José Luis;
12655;Marín, Inés;f
12656;Oteiza, Ramón;m
12657;Pimienta, Alberto;m
12658;Rojkia, Hector;m
12659;Rosier, Anne Marie;f
12660;Ruano, Julio;m
12661;Valdeita, Mercedes;f
12662;Velázquez, Pedro;m
12663;del Pino, Eulália;f
12664;del Río, Pedro;m
12665;Belles, Josep Lluis;
12666;Casanovas, Angel;
12667;García, Ramon;
12668;Torras, Josep Maria;
12669;Devon, Helen;f
12670;Full James, Pepita;f
12671;Jensen, Anne-Marie;f
12672;Johnson, Enrique;m
12673;Scotto, Ted;
12674;Sera, Ian;m
12675;Shepard, Jewel;f
12676;Méndez, Carlos;m
12677;Santurio, Alicia;
12678;Soto, María Amparo;f
12679;Agoyo, Tailinh;f
12680;Allenbury, Genevieve;f
12681;Arrindell, Clive;m
12682;Barrett, Caroline;
12683;Bates, Cary;
12684;Benton, Bi;
12685;Blick, Hugo;m
12686;Bloomfield, John;m
12687;Brand, Amanda;
12688;Brando, Marlon;m
12689;Briley, John;m
12690;Cachia, Anna;f
12691;Carrière, Mathieu;m
12692;Chaplin, Christopher;m
12693;Chaplin, Jane;
12694;Cordell, Lili;
12695;Corraface, Georges;m
12696;Cotton, Oliver;m
12697;Cubison, Richard;m
12698;Daoudal, Trudy;
12699;Davi, Robert;m
12700;De Bono, Ivan;m
12701;De La Cal, Thomas;
